28
0.00000000000000 0.00000000000000 1
0.14285714000000 0.00000000000000 2
0.28571429000000 0.00000000000000 2
0.42857143000000 0.00000000000000 2
0.00000000000000 0.07692308000000 2
0.14285714000000 0.07692308000000 4
0.28571429000000 0.07692308000000 4
0.42857143000000 0.07692308000000 4
0.00000000000000 0.15384615000000 2
0.14285714000000 0.15384615000000 4
0.28571429000000 0.15384615000000 4
0.42857143000000 0.15384615000000 4
0.00000000000000 0.23076923000000 2
0.14285714000000 0.23076923000000 4
0.28571429000000 0.23076923000000 4
0.42857143000000 0.23076923000000 4
0.00000000000000 0.30769231000000 2
0.14285714000000 0.30769231000000 4
0.28571429000000 0.30769231000000 4
0.42857143000000 0.30769231000000 4
0.00000000000000 0.38461538000000 2
0.14285714000000 0.38461538000000 4
0.28571429000000 0.38461538000000 4
0.42857143000000 0.38461538000000 4
0.00000000000000 0.46153846000000 2
0.14285714000000 0.46153846000000 4
0.28571429000000 0.46153846000000 4
0.42857143000000 0.46153846000000 4
