2001
-24.9006 0.0000
-24.8806 0.0000
-24.8606 0.0000
-24.8406 0.0000
-24.8206 0.0000
-24.8006 0.0000
-24.7806 0.0000
-24.7606 0.0000
-24.7406 0.0000
-24.7206 0.0000
-24.7006 0.0000
-24.6806 0.0000
-24.6606 0.0000
-24.6406 0.0000
-24.6206 0.0000
-24.6006 0.0000
-24.5806 0.0000
-24.5606 0.0000
-24.5406 0.0000
-24.5206 0.0000
-24.5006 0.0000
-24.4806 0.0000
-24.4606 0.0000
-24.4406 0.0000
-24.4206 0.0000
-24.4006 0.0000
-24.3806 0.0000
-24.3606 0.0000
-24.3406 0.0000
-24.3206 0.0000
-24.3006 0.0000
-24.2806 0.0000
-24.2606 0.0000
-24.2406 0.0000
-24.2206 0.0000
-24.2006 0.0000
-24.1806 0.0000
-24.1606 0.0000
-24.1406 0.0000
-24.1206 0.0000
-24.1006 0.0000
-24.0806 0.0000
-24.0606 0.0000
-24.0406 0.0000
-24.0206 0.0000
-24.0006 0.0000
-23.9806 0.0000
-23.9606 0.0000
-23.9406 0.0000
-23.9206 0.0000
-23.9006 0.0000
-23.8806 0.0000
-23.8606 0.0000
-23.8406 0.0000
-23.8206 0.0000
-23.8006 0.0000
-23.7806 0.0000
-23.7606 0.0000
-23.7406 0.0000
-23.7206 0.0000
-23.7006 0.0000
-23.6806 0.0000
-23.6606 0.0000
-23.6406 0.0000
-23.6206 0.0000
-23.6006 0.0000
-23.5806 0.0000
-23.5606 0.0000
-23.5406 0.0000
-23.5206 0.0000
-23.5006 0.0000
-23.4806 0.0000
-23.4606 0.0000
-23.4406 0.0000
-23.4206 0.0000
-23.4006 0.0000
-23.3806 0.0000
-23.3606 0.0000
-23.3406 0.0000
-23.3206 0.0000
-23.3006 0.0000
-23.2806 0.0000
-23.2606 0.0000
-23.2406 0.0000
-23.2206 0.0000
-23.2006 0.0000
-23.1806 0.0000
-23.1606 0.0000
-23.1406 0.0000
-23.1206 0.0000
-23.1006 0.0000
-23.0806 0.0000
-23.0606 0.0000
-23.0406 0.0000
-23.0206 0.0000
-23.0006 0.0000
-22.9806 0.0000
-22.9606 0.0000
-22.9406 0.0000
-22.9206 0.0000
-22.9006 0.0000
-22.8806 0.0000
-22.8606 0.0000
-22.8406 0.0000
-22.8206 0.0000
-22.8006 0.0000
-22.7806 0.0000
-22.7606 0.0000
-22.7406 0.0000
-22.7206 0.0000
-22.7006 0.0000
-22.6806 0.0000
-22.6606 0.0000
-22.6406 0.0000
-22.6206 0.0000
-22.6006 0.0000
-22.5806 0.0000
-22.5606 0.0000
-22.5406 0.0000
-22.5206 0.0000
-22.5006 0.0000
-22.4806 0.0000
-22.4606 0.0000
-22.4406 0.0000
-22.4206 0.0000
-22.4006 0.0000
-22.3806 0.0000
-22.3606 0.0000
-22.3406 0.0000
-22.3206 0.0000
-22.3006 0.0000
-22.2806 0.0000
-22.2606 0.0000
-22.2406 0.0000
-22.2206 0.0000
-22.2006 0.0000
-22.1806 0.0000
-22.1606 0.0000
-22.1406 0.0000
-22.1206 0.0000
-22.1006 0.0000
-22.0806 0.0000
-22.0606 0.0000
-22.0406 0.0000
-22.0206 0.0000
-22.0006 0.0000
-21.9806 0.0000
-21.9606 0.0000
-21.9406 0.0000
-21.9206 0.0000
-21.9006 0.0000
-21.8806 0.0000
-21.8606 0.0000
-21.8406 0.0000
-21.8206 0.0000
-21.8006 0.0000
-21.7806 0.0000
-21.7606 0.0000
-21.7406 0.0000
-21.7206 0.0000
-21.7006 0.0000
-21.6806 0.0000
-21.6606 0.0000
-21.6406 0.0000
-21.6206 0.0000
-21.6006 0.0000
-21.5806 0.0000
-21.5606 0.0000
-21.5406 0.0000
-21.5206 0.0000
-21.5006 0.0000
-21.4806 0.0000
-21.4606 0.0000
-21.4406 0.0000
-21.4206 0.0000
-21.4006 0.0000
-21.3806 0.0000
-21.3606 0.0000
-21.3406 0.0000
-21.3206 0.0000
-21.3006 0.0000
-21.2806 0.0000
-21.2606 0.0000
-21.2406 0.0000
-21.2206 0.0000
-21.2006 0.0000
-21.1806 0.0000
-21.1606 0.0000
-21.1406 0.0000
-21.1206 0.0000
-21.1006 0.0000
-21.0806 0.0000
-21.0606 0.0000
-21.0406 0.0000
-21.0206 0.0000
-21.0006 0.0000
-20.9806 0.0000
-20.9606 0.0000
-20.9406 0.0000
-20.9206 0.0000
-20.9006 0.0000
-20.8806 0.0000
-20.8606 0.0000
-20.8406 0.0000
-20.8206 0.0000
-20.8006 0.0000
-20.7806 0.0000
-20.7606 0.0000
-20.7406 0.0000
-20.7206 0.0000
-20.7006 0.0000
-20.6806 0.0000
-20.6606 0.0000
-20.6406 0.0000
-20.6206 0.0000
-20.6006 0.0000
-20.5806 0.0000
-20.5606 0.0000
-20.5406 0.0000
-20.5206 0.0000
-20.5006 0.0000
-20.4806 0.0000
-20.4606 0.0000
-20.4406 0.0000
-20.4206 0.0000
-20.4006 0.0000
-20.3806 0.0000
-20.3606 0.0000
-20.3406 0.0000
-20.3206 0.0000
-20.3006 0.0000
-20.2806 0.0000
-20.2606 0.0000
-20.2406 0.0000
-20.2206 0.0000
-20.2006 0.0000
-20.1806 0.0000
-20.1606 0.0000
-20.1406 0.0000
-20.1206 0.0000
-20.1006 0.0000
-20.0806 0.0000
-20.0606 0.0000
-20.0406 0.0000
-20.0206 0.0000
-20.0006 0.0000
-19.9806 0.0000
-19.9606 0.0000
-19.9406 0.0000
-19.9206 0.0000
-19.9006 0.0000
-19.8806 0.0000
-19.8606 0.0000
-19.8406 0.0000
-19.8206 0.0000
-19.8006 0.0000
-19.7806 0.0000
-19.7606 0.0000
-19.7406 0.0000
-19.7206 0.0000
-19.7006 0.0000
-19.6806 0.0000
-19.6606 0.0000
-19.6406 0.0000
-19.6206 0.0000
-19.6006 0.0000
-19.5806 0.0000
-19.5606 0.0000
-19.5406 0.0000
-19.5206 0.0000
-19.5006 0.0000
-19.4806 0.0000
-19.4606 0.0000
-19.4406 0.0000
-19.4206 0.0000
-19.4006 0.0000
-19.3806 0.0000
-19.3606 0.0000
-19.3406 0.0000
-19.3206 0.0000
-19.3006 0.0000
-19.2806 0.0000
-19.2606 0.0000
-19.2406 0.0000
-19.2206 0.0000
-19.2006 0.0000
-19.1806 0.0000
-19.1606 0.0000
-19.1406 0.0000
-19.1206 0.0000
-19.1006 0.0000
-19.0806 0.0000
-19.0606 0.0000
-19.0406 0.0000
-19.0206 0.0000
-19.0006 0.0000
-18.9806 0.0000
-18.9606 0.0000
-18.9406 0.0000
-18.9206 0.0000
-18.9006 0.0000
-18.8806 0.0000
-18.8606 0.0000
-18.8406 0.0000
-18.8206 0.0000
-18.8006 0.0000
-18.7806 0.0000
-18.7606 0.0000
-18.7406 0.0000
-18.7206 0.0000
-18.7006 0.0000
-18.6806 0.0000
-18.6606 0.0000
-18.6406 0.0000
-18.6206 0.0000
-18.6006 0.0000
-18.5806 0.0000
-18.5606 0.0000
-18.5406 0.0000
-18.5206 0.0000
-18.5006 0.0000
-18.4806 0.0000
-18.4606 0.0000
-18.4406 0.0000
-18.4206 0.0000
-18.4006 0.0000
-18.3806 0.0000
-18.3606 0.0000
-18.3406 0.0000
-18.3206 0.0000
-18.3006 0.0000
-18.2806 0.0000
-18.2606 0.0000
-18.2406 0.0000
-18.2206 0.0152
-18.2006 0.0839
-18.1806 0.1976
-18.1606 0.2832
-18.1406 0.3179
-18.1206 0.3341
-18.1006 0.3730
-18.0806 0.4282
-18.0606 0.4870
-18.0406 0.5365
-18.0206 0.5722
-18.0006 0.6020
-17.9806 0.6365
-17.9606 0.6714
-17.9406 0.7085
-17.9206 0.7479
-17.9006 0.7926
-17.8806 0.8421
-17.8606 0.8941
-17.8406 0.9431
-17.8206 0.9870
-17.8006 1.0287
-17.7806 1.0834
-17.7606 1.1442
-17.7406 1.2025
-17.7206 1.2566
-17.7006 1.3138
-17.6806 1.3834
-17.6606 1.4728
-17.6406 1.5719
-17.6206 1.6776
-17.6006 2.6934
-17.5806 2.8867
-17.5606 2.1023
-17.5406 1.8501
-17.5206 1.9612
-17.5006 2.0988
-17.4806 2.1544
-17.4606 2.2269
-17.4406 2.2177
-17.4206 2.3236
-17.4006 2.4751
-17.3806 2.6851
