2001
-25.2206 0.0000 0.0000
-25.2001 0.0000 0.0000
-25.1795 0.0000 0.0000
-25.1589 0.0000 0.0000
-25.1383 0.0000 0.0000
-25.1177 0.0000 0.0000
-25.0971 0.0000 0.0000
-25.0765 0.0000 0.0000
-25.0559 0.0000 0.0000
-25.0353 0.0000 0.0000
-25.0148 0.0000 0.0000
-24.9942 0.0000 0.0000
-24.9736 0.0000 0.0000
-24.9530 0.0000 0.0000
-24.9324 0.0000 0.0000
-24.9118 0.0000 0.0000
-24.8912 0.0000 0.0000
-24.8706 0.0000 0.0000
-24.8500 0.0000 0.0000
-24.8295 0.0000 0.0000
-24.8089 0.0000 0.0000
-24.7883 0.0000 0.0000
-24.7677 0.0000 0.0000
-24.7471 0.0000 0.0000
-24.7265 0.0000 0.0000
-24.7059 0.0000 0.0000
-24.6853 0.0000 0.0000
-24.6647 0.0000 0.0000
-24.6441 0.0000 0.0000
-24.6236 0.0000 0.0000
-24.6030 0.0000 0.0000
-24.5824 0.0000 0.0000
-24.5618 0.0000 0.0000
-24.5412 0.0000 0.0000
-24.5206 0.0000 0.0000
-24.5000 0.0000 0.0000
-24.4794 0.0000 0.0000
-24.4588 0.0000 0.0000
-24.4383 0.0000 0.0000
-24.4177 0.0000 0.0000
-24.3971 0.0000 0.0000
-24.3765 0.0000 0.0000
-24.3559 0.0000 0.0000
-24.3353 0.0000 0.0000
-24.3147 0.0000 0.0000
-24.2941 0.0000 0.0000
-24.2735 0.0000 0.0000
-24.2530 0.0000 0.0000
-24.2324 0.0000 0.0000
-24.2118 0.0000 0.0000
-24.1912 0.0000 0.0000
-24.1706 0.0000 0.0000
-24.1500 0.0000 0.0000
-24.1294 0.0000 0.0000
-24.1088 0.0000 0.0000
-24.0882 0.0000 0.0000
-24.0677 0.0000 0.0000
-24.0471 0.0000 0.0000
-24.0265 0.0000 0.0000
-24.0059 0.0000 0.0000
-23.9853 0.0000 0.0000
-23.9647 0.0000 0.0000
-23.9441 0.0000 0.0000
-23.9235 0.0000 0.0000
-23.9029 0.0000 0.0000
-23.8823 0.0000 0.0000
-23.8618 0.0000 0.0000
-23.8412 0.0000 0.0000
-23.8206 0.0000 0.0000
-23.8000 0.0000 0.0000
-23.7794 0.0000 0.0000
-23.7588 0.0000 0.0000
-23.7382 0.0000 0.0000
-23.7176 0.0000 0.0000
-23.6970 0.0000 0.0000
-23.6765 0.0000 0.0000
-23.6559 0.0000 0.0000
-23.6353 0.0000 0.0000
-23.6147 0.0000 0.0000
-23.5941 0.0000 0.0000
-23.5735 0.0000 0.0000
-23.5529 0.0000 0.0000
-23.5323 0.0000 0.0000
-23.5117 0.0000 0.0000
-23.4912 0.0000 0.0000
-23.4706 0.0000 0.0000
-23.4500 0.0000 0.0000
-23.4294 0.0000 0.0000
-23.4088 0.0000 0.0000
-23.3882 0.0000 0.0000
-23.3676 0.0000 0.0000
-23.3470 0.0000 0.0000
-23.3264 0.0000 0.0000
-23.3059 0.0000 0.0000
-23.2853 0.0000 0.0000
-23.2647 0.0000 0.0000
-23.2441 0.0000 0.0000
-23.2235 0.0000 0.0000
-23.2029 0.0000 0.0000
-23.1823 0.0000 0.0000
-23.1617 0.0000 0.0000
-23.1411 0.0000 0.0000
-23.1205 0.0000 0.0000
-23.1000 0.0000 0.0000
-23.0794 0.0000 0.0000
-23.0588 0.0000 0.0000
-23.0382 0.0000 0.0000
-23.0176 0.0000 0.0000
-22.9970 0.0000 0.0000
-22.9764 0.0000 0.0000
-22.9558 0.0000 0.0000
-22.9352 0.0000 0.0000
-22.9147 0.0000 0.0000
-22.8941 0.0000 0.0000
-22.8735 0.0000 0.0000
-22.8529 0.0000 0.0000
-22.8323 0.0000 0.0000
-22.8117 0.0000 0.0000
-22.7911 0.0000 0.0000
-22.7705 0.0000 0.0000
-22.7499 0.0000 0.0000
-22.7294 0.0000 0.0000
-22.7088 0.0000 0.0000
-22.6882 0.0000 0.0000
-22.6676 0.0000 0.0000
-22.6470 0.0000 0.0000
-22.6264 0.0000 0.0000
-22.6058 0.0000 0.0000
-22.5852 0.0000 0.0000
-22.5646 0.0000 0.0000
-22.5441 0.0000 0.0000
-22.5235 0.0000 0.0000
-22.5029 0.0000 0.0000
-22.4823 0.0000 0.0000
-22.4617 0.0000 0.0000
-22.4411 0.0000 0.0000
-22.4205 0.0000 0.0000
-22.3999 0.0000 0.0000
-22.3793 0.0000 0.0000
-22.3587 0.0000 0.0000
-22.3382 0.0000 0.0000
-22.3176 0.0000 0.0000
-22.2970 0.0000 0.0000
-22.2764 0.0000 0.0000
-22.2558 0.0000 0.0000
-22.2352 0.0000 0.0000
-22.2146 0.0000 0.0000
-22.1940 0.0000 0.0000
-22.1734 0.0000 0.0000
-22.1529 0.0000 0.0000
-22.1323 0.0000 0.0000
-22.1117 0.0000 0.0000
-22.0911 0.0000 0.0000
-22.0705 0.0000 0.0000
-22.0499 0.0000 0.0000
-22.0293 0.0000 0.0000
-22.0087 0.0000 0.0000
-21.9881 0.0000 0.0000
-21.9676 0.0000 0.0000
-21.9470 0.0000 0.0000
-21.9264 0.0000 0.0000
-21.9058 0.0000 0.0000
-21.8852 0.0000 0.0000
-21.8646 0.0000 0.0000
-21.8440 0.0000 0.0000
-21.8234 0.0000 0.0000
-21.8028 0.0000 0.0000
-21.7823 0.0000 0.0000
-21.7617 0.0000 0.0000
-21.7411 0.0000 0.0000
-21.7205 0.0000 0.0000
-21.6999 0.0000 0.0000
-21.6793 0.0000 0.0000
-21.6587 0.0000 0.0000
-21.6381 0.0000 0.0000
-21.6175 0.0000 0.0000
-21.5969 0.0000 0.0000
-21.5764 0.0000 0.0000
-21.5558 0.0000 0.0000
-21.5352 0.0000 0.0000
-21.5146 0.0000 0.0000
-21.4940 0.0000 0.0000
-21.4734 0.0000 0.0000
-21.4528 0.0000 0.0000
-21.4322 0.0000 0.0000
-21.4116 0.0000 0.0000
-21.3911 0.0000 0.0000
-21.3705 0.0000 0.0000
-21.3499 0.0000 0.0000
-21.3293 0.0000 0.0000
-21.3087 0.0000 0.0000
-21.2881 0.0000 0.0000
-21.2675 0.0000 0.0000
-21.2469 0.0000 0.0000
-21.2263 0.0000 0.0000
-21.2058 0.0000 0.0000
-21.1852 0.0000 0.0000
-21.1646 0.0000 0.0000
-21.1440 0.0000 0.0000
-21.1234 0.0000 0.0000
-21.1028 0.0000 0.0000
-21.0822 0.0000 0.0000
-21.0616 0.0000 0.0000
-21.0410 0.0000 0.0000
-21.0205 0.0000 0.0000
-20.9999 0.0000 0.0000
-20.9793 0.0000 0.0000
-20.9587 0.0000 0.0000
-20.9381 0.0000 0.0000
-20.9175 0.0000 0.0000
-20.8969 0.0000 0.0000
-20.8763 0.0000 0.0000
-20.8557 0.0000 0.0000
-20.8351 0.0000 0.0000
-20.8146 0.0000 0.0000
-20.7940 0.0000 0.0000
-20.7734 0.0000 0.0000
-20.7528 0.0000 0.0000
-20.7322 0.0000 0.0000
-20.7116 0.0000 0.0000
-20.6910 0.0000 0.0000
-20.6704 0.0000 0.0000
